Disease_pair,Disease_A,Disease_B,RR,Comorbidity_RR=0,Comorbidity_RR=1
hemorrhagic_disorders & lipidoses,hemorrhagic_disorders,lipidoses,11.477559,1,1
metabolism_inborn_errors & stomatognathic_diseases,metabolism_inborn_errors,stomatognathic_diseases,11.346725,1,1
cranial_nerve_diseases & spinocerebellar_degenerations,cranial_nerve_diseases,spinocerebellar_degenerations,11.340507,1,1
anemia_aplastic & blood_platelet_disorders,anemia_aplastic,blood_platelet_disorders,11.251626,1,1
autoimmune_diseases & hypopigmentation,autoimmune_diseases,hypopigmentation,11.190021,1,1
arthritis & behcet_syndrome,arthritis,behcet_syndrome,11.054852,1,1
autoimmune_diseases & blood_platelet_disorders,autoimmune_diseases,blood_platelet_disorders,10.972693,1,1
alzheimer_disease & dementia,alzheimer_disease,dementia,10.949978,1,1
behcet_syndrome & spinocerebellar_ataxias,behcet_syndrome,spinocerebellar_ataxias,10.902473,1,1
anemia_aplastic & autoimmune_diseases,anemia_aplastic,autoimmune_diseases,10.876669,1,1
amino_acid_metabolism_inborn_errors & behcet_syndrome,amino_acid_metabolism_inborn_errors,behcet_syndrome,10.866985,1,1
anemia_aplastic & leukemia_b_cell,anemia_aplastic,leukemia_b_cell,10.864006,1,1
hypotrichosis & muscular_diseases,hypotrichosis,muscular_diseases,10.85576,1,1
ectodermal_dysplasia & rheumatic_diseases,ectodermal_dysplasia,rheumatic_diseases,10.806578,1,1
movement_disorders & parkinsonian_disorders,movement_disorders,parkinsonian_disorders,10.774359,1,1
craniofacial_abnormalities & spinocerebellar_ataxias,craniofacial_abnormalities,spinocerebellar_ataxias,10.750628,1,1
craniofacial_abnormalities & hair_diseases,craniofacial_abnormalities,hair_diseases,10.748501,1,1
death_sudden & sleep_disorders,death_sudden,sleep_disorders,10.728356,1,1
epilepsy & intellectual_disability,epilepsy,intellectual_disability,10.701304,1,1
epilepsy & glioma,epilepsy,glioma,10.687058,1,1
dyssomnias & spinal_cord_diseases,dyssomnias,spinal_cord_diseases,10.638124,1,1
immunologic_deficiency_syndromes & leukemia_myeloid_acute,immunologic_deficiency_syndromes,leukemia_myeloid_acute,10.535862,1,1
glioma & muscular_diseases,glioma,muscular_diseases,10.510508,1,1
arthritis & immunologic_deficiency_syndromes,arthritis,immunologic_deficiency_syndromes,10.50192,1,1
autoimmune_diseases & liver_cirrhosis,autoimmune_diseases,liver_cirrhosis,10.438635,1,1
autoimmune_diseases & liver_cirrhosis_biliary,autoimmune_diseases,liver_cirrhosis_biliary,10.438635,1,1
cerebellar_ataxia & spinal_cord_diseases,cerebellar_ataxia,spinal_cord_diseases,10.418076,1,1
breast_diseases & pancreatic_diseases,breast_diseases,pancreatic_diseases,10.418076,1,1
leprosy & lymphatic_diseases,leprosy,lymphatic_diseases,10.396324,1,1
cerebellar_ataxia & peripheral_nervous_system_diseases,cerebellar_ataxia,peripheral_nervous_system_diseases,10.38624,1,1
bone_diseases_metabolic & malformations_of_cortical_development,bone_diseases_metabolic,malformations_of_cortical_development,10.319754,1,1
dwarfism & dyskinesias,dwarfism,dyskinesias,10.306352,1,1
coronary_disease & muscular_dystrophies,coronary_disease,muscular_dystrophies,10.278914,1,1
cerebellar_ataxia & hypotrichosis,cerebellar_ataxia,hypotrichosis,10.262102,1,1
hypotrichosis & spinocerebellar_ataxias,hypotrichosis,spinocerebellar_ataxias,10.250931,1,1
immunologic_deficiency_syndromes & leprosy,immunologic_deficiency_syndromes,leprosy,10.228038,1,1
amino_acid_metabolism_inborn_errors & nervous_system_diseases,amino_acid_metabolism_inborn_errors,nervous_system_diseases,10.207671,1,1
arthritis & vasculitis,arthritis,vasculitis,10.196593,1,1
hair_diseases & leprosy,hair_diseases,leprosy,10.127852,1,1
blood_platelet_disorders & immunologic_deficiency_syndromes,blood_platelet_disorders,immunologic_deficiency_syndromes,10.091193,1,1
craniofacial_abnormalities & exophthalmos,craniofacial_abnormalities,exophthalmos,10.077,1,1
motor_neuron_disease & peripheral_nervous_system_diseases,motor_neuron_disease,peripheral_nervous_system_diseases,10.060331,1,1
amyotrophic_lateral_sclerosis & peripheral_nervous_system_diseases,amyotrophic_lateral_sclerosis,peripheral_nervous_system_diseases,10.060331,1,1
adrenal_gland_diseases & mycobacterium_infections,adrenal_gland_diseases,mycobacterium_infections,9.882895,1,1
spinal_cord_diseases & spinocerebellar_degenerations,spinal_cord_diseases,spinocerebellar_degenerations,9.803049,1,1
charcot_marie_tooth_disease & ovarian_diseases,charcot_marie_tooth_disease,ovarian_diseases,9.776902,1,1
hereditary_sensory_and_motor_neuropathy & ovarian_diseases,hereditary_sensory_and_motor_neuropathy,ovarian_diseases,9.776902,1,1
amino_acid_metabolism_inborn_errors & arthritis,amino_acid_metabolism_inborn_errors,arthritis,9.705513,1,1
glioma & vascular_diseases,glioma,vascular_diseases,9.654531,1,1
charcot_marie_tooth_disease & spinocerebellar_ataxias,charcot_marie_tooth_disease,spinocerebellar_ataxias,9.643867,1,1
hereditary_sensory_and_motor_neuropathy & spinocerebellar_ataxias,hereditary_sensory_and_motor_neuropathy,spinocerebellar_ataxias,9.643867,1,1
arthritis & muscular_diseases,arthritis,muscular_diseases,9.569595,1,1
amyotrophic_lateral_sclerosis & spastic_paraplegia_hereditary,amyotrophic_lateral_sclerosis,spastic_paraplegia_hereditary,9.522756,1,1
autoimmune_diseases & hemorrhagic_disorders,autoimmune_diseases,hemorrhagic_disorders,9.442425,1,1
neoplasms & retinitis_pigmentosa,neoplasms,retinitis_pigmentosa,9.377716,1,1
amino_acid_metabolism_inborn_errors & lysosomal_storage_diseases,amino_acid_metabolism_inborn_errors,lysosomal_storage_diseases,9.359885,1,1
anemia_aplastic & leukemia_lymphocytic_chronic_b_cell,anemia_aplastic,leukemia_lymphocytic_chronic_b_cell,9.358939,1,1
albuminuria & behcet_syndrome,albuminuria,behcet_syndrome,9.348281,1,1
behcet_syndrome & proteinuria,behcet_syndrome,proteinuria,9.348281,1,1
mycobacterium_infections & nervous_system_diseases,mycobacterium_infections,nervous_system_diseases,9.338571,1,1
pancreatic_diseases & spondylitis_ankylosing,pancreatic_diseases,spondylitis_ankylosing,9.281476,1,1
heart_defects_congenital & peripheral_nervous_system_diseases,heart_defects_congenital,peripheral_nervous_system_diseases,9.238519,1,1
malformations_of_cortical_development & spinocerebellar_ataxias,malformations_of_cortical_development,spinocerebellar_ataxias,9.189227,1,1
ankylosis & death_sudden,ankylosis,death_sudden,9.152951,1,1
disorders_of_sex_development & spondylitis,disorders_of_sex_development,spondylitis,8.990299,1,1
arthritis & spondylitis,arthritis,spondylitis,8.978402,1,1
albuminuria & immune_system_diseases,albuminuria,immune_system_diseases,8.968928,1,1
immune_system_diseases & proteinuria,immune_system_diseases,proteinuria,8.968928,1,1
amyotrophic_lateral_sclerosis & spinal_cord_diseases,amyotrophic_lateral_sclerosis,spinal_cord_diseases,8.957829,1,1
celiac_disease & immunologic_deficiency_syndromes,celiac_disease,immunologic_deficiency_syndromes,8.935131,1,1
immunologic_deficiency_syndromes & malabsorption_syndromes,immunologic_deficiency_syndromes,malabsorption_syndromes,8.935131,1,1
amino_acid_metabolism_inborn_errors & immune_system_diseases,amino_acid_metabolism_inborn_errors,immune_system_diseases,8.901623,1,1
hair_diseases & neoplasms,hair_diseases,neoplasms,8.896165,1,1
craniofacial_abnormalities & hypersensitivity,craniofacial_abnormalities,hypersensitivity,8.888488,1,1
disorders_of_sex_development & spondylarthropathies,disorders_of_sex_development,spondylarthropathies,8.879436,1,1
head_and_neck_neoplasms & lung_diseases_obstructive,head_and_neck_neoplasms,lung_diseases_obstructive,8.856975,1,1
autoimmune_diseases & precursor_cell_lymphoblastic_leukemia_lymphoma,autoimmune_diseases,precursor_cell_lymphoblastic_leukemia_lymphoma,8.763781,1,1
muscular_diseases & spinal_cord_diseases,muscular_diseases,spinal_cord_diseases,8.72946,1,1
anemia_aplastic & hemorrhagic_disorders,anemia_aplastic,hemorrhagic_disorders,8.714212,1,1
motor_neuron_disease & spinal_cord_diseases,motor_neuron_disease,spinal_cord_diseases,8.709448,1,1
hypersensitivity & sleep_disorders,hypersensitivity,sleep_disorders,8.70066,1,1
dyskinesias & parkinsonian_disorders,dyskinesias,parkinsonian_disorders,8.655982,1,1
dyskinesias & spinocerebellar_degenerations,dyskinesias,spinocerebellar_degenerations,8.608135,1,1
bone_diseases_metabolic & spinal_cord_diseases,bone_diseases_metabolic,spinal_cord_diseases,8.578894,1,1
polyneuropathies & vasculitis,polyneuropathies,vasculitis,8.406853,1,1
anemia_aplastic & myeloproliferative_disorders,anemia_aplastic,myeloproliferative_disorders,8.389226,1,1
leprosy & metabolism_inborn_errors,leprosy,metabolism_inborn_errors,8.383473,1,1
cranial_nerve_diseases & vascular_diseases,cranial_nerve_diseases,vascular_diseases,8.359166,1,1
spondylitis_ankylosing & varicose_veins,spondylitis_ankylosing,varicose_veins,8.323888,1,1
amino_acid_metabolism_inborn_errors & blood_platelet_disorders,amino_acid_metabolism_inborn_errors,blood_platelet_disorders,8.301495,1,1
hair_diseases & head_and_neck_neoplasms,hair_diseases,head_and_neck_neoplasms,8.288402,1,1
liver_cirrhosis & lysosomal_storage_diseases,liver_cirrhosis,lysosomal_storage_diseases,8.189201,1,1
liver_cirrhosis_biliary & lysosomal_storage_diseases,liver_cirrhosis_biliary,lysosomal_storage_diseases,8.189201,1,1
demyelinating_diseases & dwarfism,demyelinating_diseases,dwarfism,8.125762,1,1
dwarfism & multiple_sclerosis,dwarfism,multiple_sclerosis,8.125762,1,1
muscular_diseases & spinocerebellar_ataxias,muscular_diseases,spinocerebellar_ataxias,8.089448,1,1
behcet_syndrome & colitis_ulcerative,behcet_syndrome,colitis_ulcerative,8.084944,1,1
endocrine_system_diseases & hyperthyroidism,endocrine_system_diseases,hyperthyroidism,8.075339,1,1
hyperthyroidism & thyroid_diseases,hyperthyroidism,thyroid_diseases,8.075339,1,1
bone_diseases_metabolic & osteoporosis,bone_diseases_metabolic,osteoporosis,8.007694,1,1
immune_system_diseases & immunologic_deficiency_syndromes,immune_system_diseases,immunologic_deficiency_syndromes,8.006862,1,1
adenocarcinoma & spastic_paraplegia_hereditary,adenocarcinoma,spastic_paraplegia_hereditary,7.97594,1,1
immunologic_deficiency_syndromes & spondylitis_ankylosing,immunologic_deficiency_syndromes,spondylitis_ankylosing,7.945872,1,1
movement_disorders & polyneuropathies,movement_disorders,polyneuropathies,7.945676,1,1
hair_diseases & neoplasms_germ_cell_and_embryonal,hair_diseases,neoplasms_germ_cell_and_embryonal,7.895193,1,1
hair_diseases & ovarian_neoplasms,hair_diseases,ovarian_neoplasms,7.895193,1,1
amino_acid_metabolism_inborn_errors & hemorrhagic_disorders,amino_acid_metabolism_inborn_errors,hemorrhagic_disorders,7.858132,1,1
bile_duct_diseases & intestinal_neoplasms,bile_duct_diseases,intestinal_neoplasms,7.845534,1,1
behcet_syndrome & leukemia_myeloid_acute,behcet_syndrome,leukemia_myeloid_acute,7.838455,1,1
spinal_cord_diseases & spinocerebellar_ataxias,spinal_cord_diseases,spinocerebellar_ataxias,7.816731,1,1
amyotrophic_lateral_sclerosis & demyelinating_diseases,amyotrophic_lateral_sclerosis,demyelinating_diseases,7.794369,1,1
amyotrophic_lateral_sclerosis & multiple_sclerosis,amyotrophic_lateral_sclerosis,multiple_sclerosis,7.794369,1,1
demyelinating_diseases & motor_neuron_disease,demyelinating_diseases,motor_neuron_disease,7.794369,1,1
motor_neuron_disease & multiple_sclerosis,motor_neuron_disease,multiple_sclerosis,7.794369,1,1
craniofacial_abnormalities & nervous_system_diseases,craniofacial_abnormalities,nervous_system_diseases,7.790813,1,1
cerebellar_ataxia & charcot_marie_tooth_disease,cerebellar_ataxia,charcot_marie_tooth_disease,7.723501,1,1
cerebellar_ataxia & hereditary_sensory_and_motor_neuropathy,cerebellar_ataxia,hereditary_sensory_and_motor_neuropathy,7.723501,1,1
colitis_ulcerative & peripheral_nervous_system_diseases,colitis_ulcerative,peripheral_nervous_system_diseases,7.693737,1,1
dyssomnias & macular_degeneration,dyssomnias,macular_degeneration,7.688327,1,1
lipidoses & respiratory_tract_diseases,lipidoses,respiratory_tract_diseases,7.670223,1,1
peripheral_nervous_system_diseases & spondylitis_ankylosing,peripheral_nervous_system_diseases,spondylitis_ankylosing,7.634628,1,1
adenocarcinoma & adrenal_gland_diseases,adenocarcinoma,adrenal_gland_diseases,7.612737,1,1
exophthalmos & immunologic_deficiency_syndromes,exophthalmos,immunologic_deficiency_syndromes,7.590977,1,1
craniofacial_abnormalities & muscular_diseases,craniofacial_abnormalities,muscular_diseases,7.58996,1,1
dyskinesias & sleep_disorders,dyskinesias,sleep_disorders,7.573448,1,1
metabolism_inborn_errors & varicose_veins,metabolism_inborn_errors,varicose_veins,7.569285,1,1
leukemia_b_cell & myeloproliferative_disorders,leukemia_b_cell,myeloproliferative_disorders,7.523409,1,1
immune_system_diseases & metal_metabolism_inborn_errors,immune_system_diseases,metal_metabolism_inborn_errors,7.514103,1,1
hemorrhagic_disorders & precursor_cell_lymphoblastic_leukemia_lymphoma,hemorrhagic_disorders,precursor_cell_lymphoblastic_leukemia_lymphoma,7.489493,1,1
muscular_dystrophies & spinocerebellar_ataxias,muscular_dystrophies,spinocerebellar_ataxias,7.476499,1,1
amino_acid_metabolism_inborn_errors & liver_cirrhosis,amino_acid_metabolism_inborn_errors,liver_cirrhosis,7.46485,1,1
amino_acid_metabolism_inborn_errors & liver_cirrhosis_biliary,amino_acid_metabolism_inborn_errors,liver_cirrhosis_biliary,7.46485,1,1
nervous_system_diseases & stomatognathic_diseases,nervous_system_diseases,stomatognathic_diseases,7.451781,1,1
celiac_disease & colitis_ulcerative,celiac_disease,colitis_ulcerative,7.425216,1,1
celiac_disease & stomatognathic_diseases,celiac_disease,stomatognathic_diseases,7.425216,1,1
adrenal_gland_diseases & retinitis_pigmentosa,adrenal_gland_diseases,retinitis_pigmentosa,7.409079,1,1
bone_diseases_metabolic & spinocerebellar_degenerations,bone_diseases_metabolic,spinocerebellar_degenerations,7.39641,1,1
goiter & lung_diseases_obstructive,goiter,lung_diseases_obstructive,7.386516,1,1
dyskinesias & lysosomal_storage_diseases,dyskinesias,lysosomal_storage_diseases,7.372427,1,1
endocrine_system_diseases & lung_diseases_obstructive,endocrine_system_diseases,lung_diseases_obstructive,7.362128,1,1
lung_diseases_obstructive & thyroid_diseases,lung_diseases_obstructive,thyroid_diseases,7.362128,1,1
gastroenteritis & hypotrichosis,gastroenteritis,hypotrichosis,7.331133,1,1
behcet_syndrome & myeloproliferative_disorders,behcet_syndrome,myeloproliferative_disorders,7.327698,1,1
hair_diseases & psoriasis,hair_diseases,psoriasis,7.309837,1,1
muscular_diseases & stomatognathic_diseases,muscular_diseases,stomatognathic_diseases,7.259669,1,1
anemia_aplastic & liver_cirrhosis,anemia_aplastic,liver_cirrhosis,7.237029,1,1
anemia_aplastic & liver_cirrhosis_biliary,anemia_aplastic,liver_cirrhosis_biliary,7.237029,1,1
nervous_system_diseases & precursor_cell_lymphoblastic_leukemia_lymphoma,nervous_system_diseases,precursor_cell_lymphoblastic_leukemia_lymphoma,7.230874,1,1
dyskinesias & malformations_of_cortical_development,dyskinesias,malformations_of_cortical_development,7.214447,1,1
glioma & neoplasms_connective_and_soft_tissue,glioma,neoplasms_connective_and_soft_tissue,7.204449,1,1
autoimmune_diseases & blood_coagulation_disorders,autoimmune_diseases,blood_coagulation_disorders,7.202042,1,1
autoimmune_diseases & blood_coagulation_disorders_inherited,autoimmune_diseases,blood_coagulation_disorders_inherited,7.202042,1,1
leukemia_lymphocytic_chronic_b_cell & myeloproliferative_disorders,leukemia_lymphocytic_chronic_b_cell,myeloproliferative_disorders,7.191271,1,1
anemia_hemolytic & dwarfism,anemia_hemolytic,dwarfism,7.190258,1,1
cerebellar_ataxia & craniofacial_abnormalities,cerebellar_ataxia,craniofacial_abnormalities,7.174896,1,1
adrenal_gland_diseases & death_sudden,adrenal_gland_diseases,death_sudden,7.166894,1,1
arthritis & mycobacterium_infections,arthritis,mycobacterium_infections,7.155466,1,1
demyelinating_diseases & spinal_cord_diseases,demyelinating_diseases,spinal_cord_diseases,7.125751,1,1
multiple_sclerosis & spinal_cord_diseases,multiple_sclerosis,spinal_cord_diseases,7.125751,1,1
blood_coagulation_disorders & liver_cirrhosis,blood_coagulation_disorders,liver_cirrhosis,7.103993,1,1
blood_coagulation_disorders & liver_cirrhosis_biliary,blood_coagulation_disorders,liver_cirrhosis_biliary,7.103993,1,1
blood_coagulation_disorders_inherited & liver_cirrhosis,blood_coagulation_disorders_inherited,liver_cirrhosis,7.103993,1,1
blood_coagulation_disorders_inherited & liver_cirrhosis_biliary,blood_coagulation_disorders_inherited,liver_cirrhosis_biliary,7.103993,1,1
muscular_diseases & respiratory_tract_diseases,muscular_diseases,respiratory_tract_diseases,7.101106,1,1
immunologic_deficiency_syndromes & myeloproliferative_disorders,immunologic_deficiency_syndromes,myeloproliferative_disorders,7.084613,1,1
dwarfism & macular_degeneration,dwarfism,macular_degeneration,7.060709,1,1
albuminuria & metabolism_inborn_errors,albuminuria,metabolism_inborn_errors,7.046812,1,1
metabolism_inborn_errors & proteinuria,metabolism_inborn_errors,proteinuria,7.046812,1,1
hypothalamic_diseases & nervous_system_diseases,hypothalamic_diseases,nervous_system_diseases,7.043583,1,1
anemia_hemolytic & leukemia,anemia_hemolytic,leukemia,7.028315,1,1
